	Coefficient	Correlation	Comparison	Domain
273	0.0914282950017935	Kendall	code	Bacteria
274	0.1930152894482307	Kendall	code	Bacteria
275	0.1726978905589433	Kendall	code	Bacteria
276	0.071110896112506	Kendall	code	Bacteria
277	0.0307195863451231	Kendall	code	Bacteria
278	0.294602283894668	Kendall	code	Bacteria
279	0.4106940690891316	Kendall	code	Bacteria
280	0.3555544805625303	Kendall	code	Bacteria
281	0.2336500872268057	Kendall	code	Bacteria
282	0.3352370816732429	Kendall	code	Bacteria
283	0.3352370816732429	Kendall	code	Bacteria
284	0.1023986211504104	Kendall	code	Bacteria
285	0.294602283894668	Kendall	code	Bacteria
286	0.2336500872268057	Kendall	code	Bacteria
287	0.2133326883375182	Kendall	code	Bacteria
288	0.2539674861160931	Kendall	code	Bacteria
289	0.2539674861160931	Kendall	code	Bacteria
290	0.3555544805625303	Kendall	code	Bacteria
291	0.1726978905589433	Kendall	code	Bacteria
292	0.1930152894482307	Kendall	code	Bacteria
293	0.2539674861160931	Kendall	code	Bacteria
294	0.2133326883375182	Kendall	code	Bacteria
295	0.2742848850053805	Kendall	code	Bacteria
296	0.2539674861160931	Kendall	code	Bacteria
297	0.3149196827839555	Kendall	code	Bacteria
298	0.2539674861160931	Kendall	code	Bacteria
299	0.2742848850053805	Kendall	code	Bacteria
300	0.1523804916696559	Kendall	code	Bacteria
301	0.2336500872268057	Kendall	code	Bacteria
302	0.294602283894668	Kendall	code	Bacteria
303	0.3758718794518179	Kendall	code	Bacteria
304	0.294602283894668	Kendall	code	Bacteria
305	0.3149196827839555	Kendall	code	Bacteria
306	0.0507934972232186	Kendall	code	Bacteria
307	0.3673440037570733	Kendall	code	Bacteria
308	0.4220976210496968	Kendall	code	Bacteria
309	0.1930152894482307	Kendall	code	Bacteria
310	0.1930152894482307	Kendall	code	Bacteria
311	0.1930152894482307	Kendall	code	Bacteria
312	0.2133326883375182	Kendall	code	Bacteria
313	0.2742848850053805	Kendall	code	Bacteria
314	0.3149196827839555	Kendall	code	Bacteria
315	0.1523804916696559	Kendall	code	Bacteria
316	-0.0208741430361716	Kendall	code	Bacteria
317	0.2539674861160931	Kendall	code	Bacteria
318	0.3268029480822667	Kendall	code	Bacteria
319	0.3555544805625303	Kendall	code	Bacteria
320	0.2742848850053805	Kendall	code	Bacteria
321	0.2336500872268057	Kendall	code	Bacteria
322	0.1930152894482307	Kendall	code	Bacteria
323	0.061275552765425	Kendall	code	Bacteria
324	0.2539674861160931	Kendall	code	Bacteria
325	0.2742848850053805	Kendall	code	Bacteria
326	0.2742848850053805	Kendall	code	Bacteria
327	0.3361227822436775	Kendall	code	Bacteria
328	0.1961370330161418	Kendall	code	Bacteria
329	0.3370155402098376	Kendall	code	Bacteria
330	0.0514753196402069	Kendall	code	Bacteria
331	0.1320630927803684	Kendall	code	Bacteria
332	0.3961892783411053	Kendall	code	Bacteria
333	0.2133326883375182	Kendall	code	Bacteria
334	0.2559965528760262	Kendall	code	Bacteria
335	0.1324120051262971	Kendall	code	Bacteria
336	0.294602283894668	Kendall	code	Bacteria
337	0.1930152894482307	Kendall	code	Bacteria
338	0.3149196827839555	Kendall	code	Bacteria
339	-0.0716790348052873	Kendall	code	Bacteria
340	0.2539674861160931	Kendall	code	Bacteria
341	0.1726978905589433	Kendall	code	Bacteria
342	0.1848123310901092	Kendall	code	Bacteria
343	0.2539674861160931	Kendall	code	Bacteria
344	0.0914282950017935	Kendall	code	Bacteria
345	0.3149196827839555	Kendall	code	Bacteria
346	0.2742848850053805	Kendall	code	Bacteria
347	0.1726978905589433	Kendall	code	Bacteria
348	0.1930152894482307	Kendall	code	Bacteria
349	0.2742848850053805	Kendall	code	Bacteria
350	0.030556616567607	Kendall	code	Bacteria
351	0.3352370816732429	Kendall	code	Bacteria
352	0.3149196827839555	Kendall	code	Bacteria
353	0.3555544805625303	Kendall	code	Bacteria
354	0.2336500872268057	Kendall	code	Bacteria
355	0.294602283894668	Kendall	code	Bacteria
356	0.4220976210496968	Kendall	code	Bacteria
357	0.2539674861160931	Kendall	code	Bacteria
358	0.2772184966351638	Kendall	code	Bacteria
359	0.2559965528760262	Kendall	code	Bacteria
360	0.3352370816732429	Kendall	code	Bacteria
361	0.2539674861160931	Kendall	code	Bacteria
362	0.2742848850053805	Kendall	code	Bacteria
363	0.1726978905589433	Kendall	code	Bacteria
364	0.0101586994446437	Kendall	code	Bacteria
365	0.2802482969633761	Kendall	code	Bacteria
366	0.1523804916696559	Kendall	code	Bacteria
367	0.2742848850053805	Kendall	code	Bacteria
368	0.2539674861160931	Kendall	code	Bacteria
369	0.3555544805625303	Kendall	code	Bacteria
370	0.2133326883375182	Kendall	code	Bacteria
371	0.1930152894482307	Kendall	code	Bacteria
372	0.294602283894668	Kendall	code	Bacteria
373	0.2648240102525943	Kendall	code	Bacteria
374	0.2539674861160931	Kendall	code	Bacteria
375	0.294602283894668	Kendall	code	Bacteria
376	0.1320630927803684	Kendall	code	Bacteria
377	0.3933443928948733	Kendall	code	Bacteria
378	0.031846487764924	Kendall	code	Bacteria
379	0.3149196827839555	Kendall	code	Bacteria
380	0.3555544805625303	Kendall	code	Bacteria
381	0.2742848850053805	Kendall	code	Bacteria
382	0.2053470345445658	Kendall	code	Bacteria
383	0.2742848850053805	Kendall	code	Bacteria
384	0.1320630927803684	Kendall	code	Bacteria
385	0.2336500872268057	Kendall	code	Bacteria
386	0.2898327105541172	Kendall	code	Bacteria
387	0.294602283894668	Kendall	code	Bacteria
388	0.2539674861160931	Kendall	code	Bacteria
389	0.2742848850053805	Kendall	code	Bacteria
390	0.2336500872268057	Kendall	code	Bacteria
391	0.2742848850053805	Kendall	code	Bacteria
392	0.2133326883375182	Kendall	code	Bacteria
393	0.2336500872268057	Kendall	code	Bacteria
394	0.2387300307465796	Kendall	code	Bacteria
395	0.1930152894482307	Kendall	code	Bacteria
396	0.2464164414534789	Kendall	code	Bacteria
397	0.0	Kendall	code	Bacteria
398	0.294602283894668	Kendall	code	Bacteria
399	0.2336500872268057	Kendall	code	Bacteria
400	0.294602283894668	Kendall	code	Bacteria
401	0.3352370816732429	Kendall	code	Bacteria
402	0.2539674861160931	Kendall	code	Bacteria
403	0.2539674861160931	Kendall	code	Bacteria
404	0.2133326883375182	Kendall	code	Bacteria
405	0.3149196827839555	Kendall	code	Bacteria
406	0.2133326883375182	Kendall	code	Bacteria
407	0.1930152894482307	Kendall	code	Bacteria
408	0.2539674861160931	Kendall	code	Bacteria
409	0.2691303740859659	Kendall	code	Bacteria
410	0.1930152894482307	Kendall	code	Bacteria
411	0.4165066772303927	Kendall	code	Bacteria
412	0.2539674861160931	Kendall	code	Bacteria
413	0.3961892783411053	Kendall	code	Bacteria
414	0.1046618474484164	Kendall	code	Bacteria
415	0.3330623966606431	Kendall	code	Bacteria
416	0.1930152894482307	Kendall	code	Bacteria
417	0.1930152894482307	Kendall	code	Bacteria
418	0.3352370816732429	Kendall	code	Bacteria
419	0.2539674861160931	Kendall	code	Bacteria
420	-0.0513367586361414	Kendall	code	Bacteria
421	0.2742848850053805	Kendall	code	Bacteria
422	0.294602283894668	Kendall	code	Bacteria
423	0.3361227822436775	Kendall	code	Bacteria
424	0.2336500872268057	Kendall	code	Bacteria
425	0.2336500872268057	Kendall	code	Bacteria
426	0.3149196827839555	Kendall	code	Bacteria
427	0.3149196827839555	Kendall	code	Bacteria
428	0.2573765982010346	Kendall	code	Bacteria
429	0.2742848850053805	Kendall	code	Bacteria
430	0.3149196827839555	Kendall	code	Bacteria
431	0.3352370816732429	Kendall	code	Bacteria
432	0.2133326883375182	Kendall	code	Bacteria
433	0.2882799596873129	Kendall	code	Bacteria
434	0.3352370816732429	Kendall	code	Bacteria
435	0.2742848850053805	Kendall	code	Bacteria
436	0.3352370816732429	Kendall	code	Bacteria
437	0.294602283894668	Kendall	code	Bacteria
438	0.2133326883375182	Kendall	code	Bacteria
439	0.3673440037570733	Kendall	code	Bacteria
440	0.3555544805625303	Kendall	code	Bacteria
441	0.2315532919152466	Kendall	code	Bacteria
442	0.3758718794518179	Kendall	code	Bacteria
443	0.350032173553407	Kendall	code	Bacteria
444	0.2374290399669085	Kendall	code	Bacteria
445	0.2336500872268057	Kendall	code	Bacteria
446	0.2742848850053805	Kendall	code	Bacteria
447	0.3149196827839555	Kendall	code	Bacteria
448	0.2336500872268057	Kendall	code	Bacteria
449	0.3758718794518179	Kendall	code	Bacteria
450	0.294602283894668	Kendall	code	Bacteria
451	0.294602283894668	Kendall	code	Bacteria
452	0.1018553885586901	Kendall	code	Bacteria
453	0.4165066772303927	Kendall	code	Bacteria
454	0.2721208033658826	Kendall	code	Bacteria
455	0.2742848850053805	Kendall	code	Bacteria
456	0.3149196827839555	Kendall	code	Bacteria
457	0.2953806268202014	Kendall	code	Bacteria
458	0.2580750434422919	Kendall	code	Bacteria
459	0.2271060382292168	Kendall	code	Bacteria
460	0.294602283894668	Kendall	code	Bacteria
461	0.2336500872268057	Kendall	code	Bacteria
462	0.1117456938910809	Kendall	code	Bacteria
463	0.3758718794518179	Kendall	code	Bacteria
464	0.1966721964474366	Kendall	code	Bacteria
465	0.3149196827839555	Kendall	code	Bacteria
466	0.1726978905589433	Kendall	code	Bacteria
467	0.294602283894668	Kendall	code	Bacteria
468	0.3149196827839555	Kendall	code	Bacteria
469	0.3352370816732429	Kendall	code	Bacteria
470	0.2742848850053805	Kendall	code	Bacteria
471	0.3352370816732429	Kendall	code	Bacteria
472	0.2133326883375182	Kendall	code	Bacteria
473	0.2133326883375182	Kendall	code	Bacteria
474	0.294602283894668	Kendall	code	Bacteria
475	0.3149196827839555	Kendall	code	Bacteria
476	0.2539674861160931	Kendall	code	Bacteria
477	0.294602283894668	Kendall	code	Bacteria
478	0.2336500872268057	Kendall	code	Bacteria
479	0.3149196827839555	Kendall	code	Bacteria
480	0.2336500872268057	Kendall	code	Bacteria
481	0.2742848850053805	Kendall	code	Bacteria
482	0.3352370816732429	Kendall	code	Bacteria
483	0.3555544805625303	Kendall	code	Bacteria
484	0.2906278635175752	Kendall	code	Bacteria
485	0.1930152894482307	Kendall	code	Bacteria
486	0.2133326883375182	Kendall	code	Bacteria
487	0.1726978905589433	Kendall	code	Bacteria
488	0.294602283894668	Kendall	code	Bacteria
489	0.294602283894668	Kendall	code	Bacteria
490	0.1843175180707388	Kendall	code	Bacteria
491	0.2539674861160931	Kendall	code	Bacteria
492	0.1703381173953369	Kendall	code	Bacteria
493	0.2133326883375182	Kendall	code	Bacteria
494	0.2133326883375182	Kendall	code	Bacteria
495	0.2539674861160931	Kendall	code	Bacteria
496	0.2539674861160931	Kendall	code	Bacteria
497	0.2553148031892709	Kendall	code	Bacteria
498	0.2742848850053805	Kendall	code	Bacteria
499	0.2336500872268057	Kendall	code	Bacteria
500	0.0304760983339311	Kendall	code	Bacteria
501	0.294602283894668	Kendall	code	Bacteria
502	0.3149196827839555	Kendall	code	Bacteria
503	0.1726978905589433	Kendall	code	Bacteria
504	0.2133326883375182	Kendall	code	Bacteria
505	0.2742848850053805	Kendall	code	Bacteria
506	0.1642776276356526	Kendall	code	Bacteria
507	0.3149196827839555	Kendall	code	Bacteria
508	0.2336500872268057	Kendall	code	Bacteria
509	0.3555544805625303	Kendall	code	Bacteria
510	0.294602283894668	Kendall	code	Bacteria
511	0.2742848850053805	Kendall	code	Bacteria
512	0.1930152894482307	Kendall	code	Bacteria
513	0.294602283894668	Kendall	code	Bacteria
514	0.294602283894668	Kendall	code	Bacteria
515	0.2742848850053805	Kendall	code	Bacteria
516	0.294602283894668	Kendall	code	Bacteria
517	0.2742848850053805	Kendall	code	Bacteria
518	0.3149196827839555	Kendall	code	Bacteria
519	0.2742848850053805	Kendall	code	Bacteria
520	0.2742848850053805	Kendall	code	Bacteria
521	0.4163279958258039	Kendall	code	Bacteria
522	0.2336500872268057	Kendall	code	Bacteria
523	0.1228783453804925	Kendall	code	Bacteria
524	0.2742848850053805	Kendall	code	Bacteria
525	0.320886215256344	Kendall	code	Bacteria
526	0.1320630927803684	Kendall	code	Bacteria
527	0.2742848850053805	Kendall	code	Bacteria
528	0.2539674861160931	Kendall	code	Bacteria
529	0.3149196827839555	Kendall	code	Bacteria
530	-0.0523309237242082	Kendall	code	Bacteria
531	0.3149196827839555	Kendall	code	Bacteria
532	0.3352370816732429	Kendall	code	Bacteria
533	0.2742848850053805	Kendall	code	Bacteria
534	0.1117456938910809	Kendall	code	Bacteria
535	0.0914282950017935	Kendall	code	Bacteria
536	0.3303360556061336	Kendall	code	Bacteria
537	0.1930152894482307	Kendall	code	Bacteria
538	0.3149196827839555	Kendall	code	Bacteria
539	0.2977532000896204	Kendall	code	Bacteria
540	0.3352370816732429	Kendall	code	Bacteria
541	0.2851950879643324	Kendall	code	Bacteria
542	0.1930152894482307	Kendall	code	Bacteria
543	0.2539674861160931	Kendall	code	Bacteria
544	0.2742848850053805	Kendall	code	Bacteria
545	0.1726978905589433	Kendall	code	Bacteria
546	0.294602283894668	Kendall	code	Bacteria
547	0.3149196827839555	Kendall	code	Bacteria
548	0.294602283894668	Kendall	code	Bacteria
549	0.3149196827839555	Kendall	code	Bacteria
550	0.3149196827839555	Kendall	code	Bacteria
551	0.2133326883375182	Kendall	code	Bacteria
552	0.2742848850053805	Kendall	code	Bacteria
553	0.1117456938910809	Kendall	code	Bacteria
554	0.294602283894668	Kendall	code	Bacteria
555	0.3149196827839555	Kendall	code	Bacteria
556	0.2742848850053805	Kendall	code	Bacteria
557	0.1726978905589433	Kendall	code	Bacteria
558	0.2336500872268057	Kendall	code	Bacteria
559	0.2742848850053805	Kendall	code	Bacteria
560	0.4658025705334026	Kendall	code	Bacteria
561	0.2336500872268057	Kendall	code	Bacteria
562	0.1930152894482307	Kendall	code	Bacteria
563	0.3352370816732429	Kendall	code	Bacteria
564	0.0101586994446437	Kendall	code	Bacteria
565	0.294602283894668	Kendall	code	Bacteria
566	0.1930152894482307	Kendall	code	Bacteria
567	0.3758718794518179	Kendall	code	Bacteria
568	0.3352370816732429	Kendall	code	Bacteria
569	0.2133326883375182	Kendall	code	Bacteria
570	0.2742848850053805	Kendall	code	Bacteria
571	0.2105029926502241	Kendall	code	Bacteria
572	0.2742848850053805	Kendall	code	Bacteria
573	0.3149196827839555	Kendall	code	Bacteria
574	0.0507934972232186	Kendall	code	Bacteria
575	0.3352370816732429	Kendall	code	Bacteria
576	0.1556934983129867	Kendall	code	Bacteria
577	0.2387300307465796	Kendall	code	Bacteria
578	0.1930152894482307	Kendall	code	Bacteria
579	0.2742848850053805	Kendall	code	Bacteria
580	0.3555544805625303	Kendall	code	Bacteria
581	0.1324120051262971	Kendall	code	Bacteria
582	0.2742848850053805	Kendall	code	Bacteria
583	0.2539674861160931	Kendall	code	Bacteria
584	0.2133326883375182	Kendall	code	Bacteria
585	0.401507493193614	Kendall	code	Bacteria
586	0.3555544805625303	Kendall	code	Bacteria
587	0.0830365324335929	Kendall	code	Bacteria
588	0.1523804916696559	Kendall	code	Bacteria
589	0.4368240761196802	Kendall	code	Bacteria
590	0.2258817379990224	Kendall	code	Bacteria
591	0.3758718794518179	Kendall	code	Bacteria
592	0.1726978905589433	Kendall	code	Bacteria
593	0.3555544805625303	Kendall	code	Bacteria
594	0.2742848850053805	Kendall	code	Bacteria
595	0.2539674861160931	Kendall	code	Bacteria
596	0.1833396994056422	Kendall	code	Bacteria
597	0.2898327105541172	Kendall	code	Bacteria
598	0.3352370816732429	Kendall	code	Bacteria
599	0.2133326883375182	Kendall	code	Bacteria
600	0.3149196827839555	Kendall	code	Bacteria
601	0.2539674861160931	Kendall	code	Bacteria
602	0.071110896112506	Kendall	code	Bacteria
603	0.1320630927803684	Kendall	code	Bacteria
604	0.1930152894482307	Kendall	code	Bacteria
605	0.2742848850053805	Kendall	code	Bacteria
606	0.3861716461691755	Kendall	code	Bacteria
607	0.2750095491084633	Kendall	code	Bacteria
608	0.3149196827839555	Kendall	code	Bacteria
609	0.2539674861160931	Kendall	code	Bacteria
610	0.3149196827839555	Kendall	code	Bacteria
611	0.294602283894668	Kendall	code	Bacteria
612	0.1930152894482307	Kendall	code	Bacteria
613	0.1930152894482307	Kendall	code	Bacteria
614	0.2539674861160931	Kendall	code	Bacteria
615	0.3149196827839555	Kendall	code	Bacteria
616	0.294602283894668	Kendall	code	Bacteria
617	0.2539674861160931	Kendall	code	Bacteria
618	0.2539674861160931	Kendall	code	Bacteria
619	0.1935252382615112	Kendall	code	Bacteria
620	0.2539674861160931	Kendall	code	Bacteria
621	0.1930152894482307	Kendall	code	Bacteria
622	0.3352370816732429	Kendall	code	Bacteria
623	0.294602283894668	Kendall	code	Bacteria
624	0.3149196827839555	Kendall	code	Bacteria
625	0.2539674861160931	Kendall	code	Bacteria
626	0.294602283894668	Kendall	code	Bacteria
627	0.2742848850053805	Kendall	code	Bacteria
628	0.1930152894482307	Kendall	code	Bacteria
629	0.3149196827839555	Kendall	code	Bacteria
630	0.3149196827839555	Kendall	code	Bacteria
631	0.3149196827839555	Kendall	code	Bacteria
632	0.2772184966351638	Kendall	code	Bacteria
633	0.3149196827839555	Kendall	code	Bacteria
634	0.3149196827839555	Kendall	code	Bacteria
635	0.1523804916696559	Kendall	code	Bacteria
636	0.3961892783411053	Kendall	code	Bacteria
637	0.3415885517244952	Kendall	code	Bacteria
638	0.2539674861160931	Kendall	code	Bacteria
639	0.322654196764998	Kendall	code	Bacteria
640	0.1848123310901092	Kendall	code	Bacteria
641	0.3321461297343717	Kendall	code	Bacteria
642	0.2742848850053805	Kendall	code	Bacteria
643	0.1523804916696559	Kendall	code	Bacteria
644	0.2602049973911274	Kendall	code	Bacteria
645	0.1956062146327863	Kendall	code	Bacteria
646	0.1523804916696559	Kendall	code	Bacteria
647	0.115128032193258	Kendall	code	Bacteria
648	0.3758718794518179	Kendall	code	Bacteria
649	0.0409594484601641	Kendall	code	Bacteria
650	0.1726978905589433	Kendall	code	Bacteria
651	0.1238760208523001	Kendall	code	Bacteria
652	0.1029506392804138	Kendall	code	Bacteria
653	0.2380768693837391	Kendall	code	Bacteria
654	0.2684914497574343	Kendall	code	Bacteria
655	0.010408199895645	Kendall	code	Bacteria
656	0.3574407244649792	Kendall	code	Bacteria
657	0.3370155402098376	Kendall	code	Bacteria
658	0.2953806268202014	Kendall	code	Bacteria
659	0.2750095491084633	Kendall	code	Bacteria
660	0.2336500872268057	Kendall	code	Bacteria
661	0.2464164414534789	Kendall	code	Bacteria
662	0.1123385134032792	Kendall	code	Bacteria
663	0.3788748982565188	Kendall	code	Bacteria
664	0.3758718794518179	Kendall	code	Bacteria
665	-0.010239862115041	Kendall	code	Bacteria
666	0.3361227822436775	Kendall	code	Bacteria
667	0.2655273953168417	Kendall	code	Bacteria
668	0.2167830364915251	Kendall	code	Bacteria
669	0.2336500872268057	Kendall	code	Bacteria
670	0.2361490897262506	Kendall	code	Bacteria
671	0.0313112145542574	Kendall	code	Bacteria
672	0.1392067226773676	Kendall	code	Bacteria
673	0.2133326883375182	Kendall	code	Bacteria
674	0.3961892783411053	Kendall	code	Bacteria
675	0.3555544805625303	Kendall	code	Bacteria
0	0.4896450979856983	Kendall	freq	Bacteria
1	0.5007733956671915	Kendall	freq	Bacteria
2	0.5007733956671915	Kendall	freq	Bacteria
3	0.5564148840746572	Kendall	freq	Bacteria
4	0.4785168003042052	Kendall	freq	Bacteria
5	0.5119016933486846	Kendall	freq	Bacteria
6	0.4896450979856983	Kendall	freq	Bacteria
7	0.5786714794376435	Kendall	freq	Bacteria
8	0.4562602049412189	Kendall	freq	Bacteria
9	0.5230299910301778	Kendall	freq	Bacteria
10	0.4184137043778614	Kendall	freq	Bacteria
11	0.6231846701636161	Kendall	freq	Bacteria
12	0.5119016933486846	Kendall	freq	Bacteria
13	0.4184137043778614	Kendall	freq	Bacteria
14	0.5452865863931641	Kendall	freq	Bacteria
15	0.4896450979856983	Kendall	freq	Bacteria
16	0.4117470142152463	Kendall	freq	Bacteria
17	0.4562602049412189	Kendall	freq	Bacteria
18	0.467388502622712	Kendall	freq	Bacteria
19	0.3960983068110421	Kendall	freq	Bacteria
20	0.5564148840746572	Kendall	freq	Bacteria
21	0.4340036095782326	Kendall	freq	Bacteria
22	0.5119016933486846	Kendall	freq	Bacteria
23	0.5119016933486846	Kendall	freq	Bacteria
24	0.4451319072597258	Kendall	freq	Bacteria
25	0.4562602049412189	Kendall	freq	Bacteria
26	0.4451319072597258	Kendall	freq	Bacteria
27	0.6153033786757247	Kendall	freq	Bacteria
28	0.4767312946227961	Kendall	freq	Bacteria
29	0.5897997771191366	Kendall	freq	Bacteria
30	0.4785168003042052	Kendall	freq	Bacteria
31	0.5675431817561504	Kendall	freq	Bacteria
32	0.4562602049412189	Kendall	freq	Bacteria
33	0.4785168003042052	Kendall	freq	Bacteria
34	0.4686233489032048	Kendall	freq	Bacteria
35	0.4896450979856983	Kendall	freq	Bacteria
36	0.467388502622712	Kendall	freq	Bacteria
37	0.5216001223520005	Kendall	freq	Bacteria
38	0.4896450979856983	Kendall	freq	Bacteria
39	0.2559508466743423	Kendall	freq	Bacteria
40	0.5452865863931641	Kendall	freq	Bacteria
41	0.4451319072597258	Kendall	freq	Bacteria
42	0.4117470142152463	Kendall	freq	Bacteria
43	0.5452865863931641	Kendall	freq	Bacteria
44	0.4562602049412189	Kendall	freq	Bacteria
45	0.3783621211707669	Kendall	freq	Bacteria
46	0.4785168003042052	Kendall	freq	Bacteria
47	0.4567459382920267	Kendall	freq	Bacteria
48	0.2654477725207053	Kendall	freq	Bacteria
49	0.5341582887116709	Kendall	freq	Bacteria
50	0.3767852298384518	Kendall	freq	Bacteria
51	0.5786714794376435	Kendall	freq	Bacteria
52	0.5726264021717471	Kendall	freq	Bacteria
53	0.5230299910301778	Kendall	freq	Bacteria
54	0.5564148840746572	Kendall	freq	Bacteria
55	0.5786714794376435	Kendall	freq	Bacteria
56	0.4451319072597258	Kendall	freq	Bacteria
57	0.5341582887116709	Kendall	freq	Bacteria
58	0.4785168003042052	Kendall	freq	Bacteria
59	0.5007733956671915	Kendall	freq	Bacteria
60	0.5230299910301778	Kendall	freq	Bacteria
61	0.6343129678451093	Kendall	freq	Bacteria
62	0.3618650184255205	Kendall	freq	Bacteria
63	0.5452865863931641	Kendall	freq	Bacteria
64	0.5452865863931641	Kendall	freq	Bacteria
65	0.5119016933486846	Kendall	freq	Bacteria
66	0.4451319072597258	Kendall	freq	Bacteria
67	0.0703815343077786	Kendall	freq	Bacteria
68	0.4451319072597258	Kendall	freq	Bacteria
69	0.4896450979856983	Kendall	freq	Bacteria
70	0.5119016933486846	Kendall	freq	Bacteria
71	0.5230299910301778	Kendall	freq	Bacteria
72	0.4451319072597258	Kendall	freq	Bacteria
73	0.4562602049412189	Kendall	freq	Bacteria
74	0.4879485015550972	Kendall	freq	Bacteria
75	0.5007733956671915	Kendall	freq	Bacteria
76	0.2932196147059924	Kendall	freq	Bacteria
77	0.5341582887116709	Kendall	freq	Bacteria
78	0.38949041885226	Kendall	freq	Bacteria
79	0.38949041885226	Kendall	freq	Bacteria
80	0.467388502622712	Kendall	freq	Bacteria
81	0.4785168003042052	Kendall	freq	Bacteria
82	0.5786714794376435	Kendall	freq	Bacteria
83	0.5341582887116709	Kendall	freq	Bacteria
84	0.5786714794376435	Kendall	freq	Bacteria
85	0.5119016933486846	Kendall	freq	Bacteria
86	0.38949041885226	Kendall	freq	Bacteria
87	0.4785168003042052	Kendall	freq	Bacteria
88	0.4896450979856983	Kendall	freq	Bacteria
89	0.4698680346250988	Kendall	freq	Bacteria
90	0.5564148840746572	Kendall	freq	Bacteria
91	0.467388502622712	Kendall	freq	Bacteria
92	0.5061294132158307	Kendall	freq	Bacteria
93	0.4235868710436788	Kendall	freq	Bacteria
94	0.4138784886983914	Kendall	freq	Bacteria
95	0.4562602049412189	Kendall	freq	Bacteria
96	0.4451319072597258	Kendall	freq	Bacteria
97	0.5007733956671915	Kendall	freq	Bacteria
98	0.4308871937133938	Kendall	freq	Bacteria
99	0.6565695632080955	Kendall	freq	Bacteria
100	0.6231846701636161	Kendall	freq	Bacteria
101	0.2349340173125494	Kendall	freq	Bacteria
102	0.4451319072597258	Kendall	freq	Bacteria
103	0.5230299910301778	Kendall	freq	Bacteria
104	0.4228753118967394	Kendall	freq	Bacteria
105	0.5119016933486846	Kendall	freq	Bacteria
106	0.3672338234892737	Kendall	freq	Bacteria
107	0.5007733956671915	Kendall	freq	Bacteria
108	0.4562602049412189	Kendall	freq	Bacteria
109	0.5007733956671915	Kendall	freq	Bacteria
110	0.4228753118967394	Kendall	freq	Bacteria
111	0.5119016933486846	Kendall	freq	Bacteria
112	0.5564148840746572	Kendall	freq	Bacteria
113	0.5230299910301778	Kendall	freq	Bacteria
114	0.5119016933486846	Kendall	freq	Bacteria
115	0.5675431817561504	Kendall	freq	Bacteria
116	0.4228753118967394	Kendall	freq	Bacteria
117	0.5230299910301778	Kendall	freq	Bacteria
118	0.467388502622712	Kendall	freq	Bacteria
119	0.5897997771191366	Kendall	freq	Bacteria
120	0.467388502622712	Kendall	freq	Bacteria
121	0.3783621211707669	Kendall	freq	Bacteria
122	0.4082089203600573	Kendall	freq	Bacteria
123	0.4785168003042052	Kendall	freq	Bacteria
124	0.5230299910301778	Kendall	freq	Bacteria
125	0.4785168003042052	Kendall	freq	Bacteria
126	0.340309812893994	Kendall	freq	Bacteria
127	0.4562602049412189	Kendall	freq	Bacteria
128	0.1117647058823529	Kendall	freq	Bacteria
129	0.5452865863931641	Kendall	freq	Bacteria
130	0.5341582887116709	Kendall	freq	Bacteria
131	0.4562602049412189	Kendall	freq	Bacteria
132	0.467388502622712	Kendall	freq	Bacteria
133	0.5007733956671915	Kendall	freq	Bacteria
134	0.5076752946451386	Kendall	freq	Bacteria
135	0.4451319072597258	Kendall	freq	Bacteria
136	0.4785168003042052	Kendall	freq	Bacteria
137	0.5786714794376435	Kendall	freq	Bacteria
138	0.3166318911223304	Kendall	freq	Bacteria
139	0.5452865863931641	Kendall	freq	Bacteria
140	0.5119016933486846	Kendall	freq	Bacteria
141	0.4117470142152463	Kendall	freq	Bacteria
142	0.5341582887116709	Kendall	freq	Bacteria
143	0.467388502622712	Kendall	freq	Bacteria
144	0.6712400494644268	Kendall	freq	Bacteria
145	0.5119016933486846	Kendall	freq	Bacteria
146	0.5230299910301778	Kendall	freq	Bacteria
147	0.5675431817561504	Kendall	freq	Bacteria
148	0.467388502622712	Kendall	freq	Bacteria
149	0.4896450979856983	Kendall	freq	Bacteria
150	0.4228753118967394	Kendall	freq	Bacteria
151	0.4451319072597258	Kendall	freq	Bacteria
152	0.4785168003042052	Kendall	freq	Bacteria
153	0.4117470142152463	Kendall	freq	Bacteria
154	0.3626252104608132	Kendall	freq	Bacteria
155	0.4785168003042052	Kendall	freq	Bacteria
156	0.5341582887116709	Kendall	freq	Bacteria
157	0.4451319072597258	Kendall	freq	Bacteria
158	0.38949041885226	Kendall	freq	Bacteria
159	0.5341582887116709	Kendall	freq	Bacteria
160	0.5888118089892803	Kendall	freq	Bacteria
161	0.4562602049412189	Kendall	freq	Bacteria
162	0.4562602049412189	Kendall	freq	Bacteria
163	0.6231846701636161	Kendall	freq	Bacteria
164	0.6009280748006298	Kendall	freq	Bacteria
165	0.4785168003042052	Kendall	freq	Bacteria
166	0.5452865863931641	Kendall	freq	Bacteria
167	0.4093288371979937	Kendall	freq	Bacteria
168	0.4785168003042052	Kendall	freq	Bacteria
169	0.4896450979856983	Kendall	freq	Bacteria
170	0.4562602049412189	Kendall	freq	Bacteria
171	0.5786714794376435	Kendall	freq	Bacteria
172	0.612056372482123	Kendall	freq	Bacteria
173	0.5119016933486846	Kendall	freq	Bacteria
